"","TimePeriod","position","water_year","Node","Species","Life_Stage","Hydraulic","bottom_type","Low.Seasonal","Medium.Seasonal","High.Seasonal","Suitability_Class"
"1","critical","LOB",NA,"11101250","SAS","Juvenile","Depth","Soft",8.26828751609171,4.39324066680789,2.86310231883586,"Low"
"2","critical","MC",NA,"11101250","SAS","Juvenile","Depth","Soft",99.6708328580507,21.7445858523311,12.2459954046963,"Partial"
"3","critical","ROB",NA,"11101250","SAS","Juvenile","Depth","Soft",9.12053709648508,4.80388482409112,3.47417993384066,"Low"
"4","critical","LOB",NA,"F300","SAS","Juvenile","Depth","Soft",5.72294555705835,1.33296397086382,0.736552218619128,"Low"
"5","critical","MC",NA,"F300","SAS","Juvenile","Depth","Soft",99.9413365489595,85.7089315104209,71.1538774911597,"Partial"
"6","critical","ROB",NA,"F300","SAS","Juvenile","Depth","Soft",5.72294555705835,1.33296397086382,0.736552218619128,"Low"
"7","critical","MC",NA,"F319","SAS","Juvenile","Depth","Concrete",100,96.3237570681311,94.7349552691186,"High"
"8","critical","MC",NA,"F34D","SAS","Juvenile","Depth","Concrete",100,98.4258640637476,97.8815976013167,"High"
"9","critical","MC",NA,"F37BHigh","SAS","Juvenile","Depth","Soft",11.5648475565043,1.60509720207929,0.850620040086692,"Low"
"10","critical","LOB",NA,"F37BLow","SAS","Juvenile","Depth","Soft",0.715368194632294,0.110808740854205,0.0814770153339743,"Low"
"11","critical","MC",NA,"F37BLow","SAS","Juvenile","Depth","Soft",4.64256033372985,0.431828181270064,0.218358401095051,"Low"
"12","critical","ROB",NA,"F37BLow","SAS","Juvenile","Depth","Soft",21.1432854791663,6.41550018739714,4.27428422442029,"Low"
"13","critical","MC",NA,"F45B","SAS","Juvenile","Depth","Concrete",2.56326690240683,0.218358401095051,0.123845063307641,"Low"
"14","critical","LOB",NA,"F57C","SAS","Juvenile","Depth","Soft",100,95.1048609187348,89.3428063943162,"High"
"15","critical","MC",NA,"F57C","SAS","Juvenile","Depth","Soft",100,96.8077305392149,76.7122394772435,"High"
"16","critical","ROB",NA,"F57C","SAS","Juvenile","Depth","Soft",2.14773412420356,0.638779800218358,0.428569100656705,"Low"
"17","critical","LOB",NA,"GLEN","SAS","Juvenile","Depth","Soft",100,96.7572147897078,96.2357618915704,"High"
"18","critical","MC",NA,"GLEN","SAS","Juvenile","Depth","Soft",4.59041504391611,1.20911890755618,0.710479573712256,"Low"
"19","critical","ROB",NA,"GLEN","SAS","Juvenile","Depth","Soft",100,4.448645037235,2.35794482376522,"Partial"
"20","critical","MC",NA,"LA1","SAS","Juvenile","Depth","Concrete",100,95.3069239167631,94.0098098326462,"High"
"21","critical","LOB",NA,"LA11","SAS","Juvenile","Depth","Soft",5.25689702934802,1.64746525005296,1.07060798148842,"Low"
"22","critical","MC",NA,"LA11","SAS","Juvenile","Depth","Soft",100,96.5078951227859,83.9620643016605,"High"
"23","critical","ROB",NA,"LA11","SAS","Juvenile","Depth","Soft",2.90872944742288,0.770772565059397,0.464418987403653,"Low"
"24","critical","MC",NA,"LA13","SAS","Juvenile","Depth","Concrete",99.700164583571,1.3264458096371,1.04779441719491,"Partial"
"25","critical","LOB",NA,"LA14","SAS","Juvenile","Depth","Soft",99.9511137907996,2.4866785079929,1.59043133931918,"Partial"
"26","critical","MC",NA,"LA14","SAS","Juvenile","Depth","Soft",2.62681897436733,0.710479573712256,0.47419622924373,"Low"
"27","critical","ROB",NA,"LA14","SAS","Juvenile","Depth","Soft",100,97.4285853960598,65.3315299753939,"Partial"
"28","critical","LOB",NA,"LA2","SAS","Juvenile","Depth","Soft",1.81530790164095,0.545896002737628,0.350351165936089,"Low"
"29","critical","MC",NA,"LA2","SAS","Juvenile","Depth","Soft",100,0,0,"Partial"
"30","critical","ROB",NA,"LA2","SAS","Juvenile","Depth","Soft",2.71481415092802,0.866915443153486,0.541007381817589,"Low"
"31","critical","LOB",NA,"LA20","SAS","Juvenile","Depth","Soft",2.17380676911043,0.953281079407499,0.599670832858051,"Low"
"32","critical","MC",NA,"LA20","SAS","Juvenile","Depth","Soft",77.6541137745042,23.2682060390764,7.79572082715466,"Partial"
"33","critical","ROB",NA,"LA20","SAS","Juvenile","Depth","Soft",2.16565906757704,0.964687861554256,0.60130037316473,"Low"
"34","critical","LOB",NA,"LA202","SAS","Juvenile","Depth","Soft",0.743070379845845,0.195544836801538,0.122215523000961,"Low"
"35","critical","MC",NA,"LA202","SAS","Juvenile","Depth","Soft",100,0,0,"Partial"
"36","critical","ROB",NA,"LA202","SAS","Juvenile","Depth","Soft",0.800104290579628,0.18902667557482,0.131992764841038,"Low"
"37","critical","LOB",NA,"LA3","SAS","Juvenile","Depth","Soft",98.7957697133639,2.13143872113677,1.20585982694282,"Partial"
"38","critical","MC",NA,"LA3","SAS","Juvenile","Depth","Soft",100,97.3242948164323,96.3400524711979,"High"
"39","critical","ROB",NA,"LA3","SAS","Juvenile","Depth","Soft",98.7957697133639,2.13143872113677,1.20585982694282,"Partial"
"40","critical","LOB",NA,"LA8","SAS","Juvenile","Depth","Soft",100,3.81801293855003,1.85441686900125,"Partial"
"41","critical","MC",NA,"LA8","SAS","Juvenile","Depth","Soft",100,98.2449850897062,95.3199602392165,"High"
"42","critical","ROB",NA,"LA8","SAS","Juvenile","Depth","Soft",100,3.81801293855003,1.85441686900125,"Partial"
